"species"	"decimallatitude"	"decimallongitude"	"class"
"1555"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1556"	"Myotis montivagus"	2.65333	113.0515	"Mammalia"
"1557"	"Cephalopachus bancanus"	6.13	116.87	"Mammalia"
"1558"	"Cephalopachus bancanus"	6	116.68	"Mammalia"
"1559"	"Tupaia tana"	6.08	116.72	"Mammalia"
"1560"	"Tupaia minor"	5.92	116.05	"Mammalia"
"1561"	"Tupaia tana"	6.03	116.72	"Mammalia"
"1562"	"Tupaia tana"	6	116.68	"Mammalia"
"1563"	"Tupaia tana"	6.02	116.87	"Mammalia"
"1564"	"Tupaia minor"	0.38	115.4	"Mammalia"
"1565"	"Tupaia minor"	5.97	116.68	"Mammalia"
"1566"	"Eonycteris spelaea"	-2.7	115.48	"Mammalia"
"1567"	"Macroglossus minimus"	-2.63	115.45	"Mammalia"
"1568"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"1569"	"Callosciurus notatus"	6	116.68	"Mammalia"
"1570"	"Callosciurus notatus"	6	116.68	"Mammalia"
"1571"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"1572"	"Tupaia gracilis"	-2.12	110.7	"Mammalia"
"1573"	"Tupaia montana"	5.98	116.53	"Mammalia"
"1574"	"Tupaia montana"	5.98	116.53	"Mammalia"
"1575"	"Tupaia montana"	5.55	116.52	"Mammalia"
"1576"	"Tupaia montana"	5.55	116.52	"Mammalia"
"1577"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"1578"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"1579"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"1580"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"1581"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"1582"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"1583"	"Niviventer cremoriventer"	6.02	116.87	"Mammalia"
"1584"	"Niviventer cremoriventer"	6.12	116.8	"Mammalia"
"1585"	"Nasalis larvatus"	5.36815	115.44841	"Mammalia"
"1586"	"Myotis mystacinus"	6.05	116.8	"Mammalia"
"1587"	""	4.40411	117.89235	"Mammalia"
"1588"	""	4.40116	117.88638	"Mammalia"
"1589"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1590"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1591"	"Presbytis frontata"	-1.30417	110.23222	"Mammalia"
"1592"	"Presbytis rubicunda"	4.9634	117.8028	"Mammalia"
"1593"	""	4.40577	117.89198	"Mammalia"
"1594"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1595"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1596"	"Macaca fascicularis"	4.39936	117.8893	"Mammalia"
"1597"	"Callosciurus prevostii"	-1.21333	110.09533	"Mammalia"
"1598"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"1599"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1600"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"1601"	"Macaca fascicularis"	4.45387	117.94833	"Mammalia"
"1602"	""	4.45265	117.88502	"Mammalia"
"1603"	"Macaca fascicularis"	4.39926	117.88929	"Mammalia"
"1604"	"Callosciurus prevostii"	-1.21333	110.09533	"Mammalia"
"1605"	"Macaca fascicularis"	4.39804	117.88565	"Mammalia"
"1606"	"Pongo pygmaeus"	1.56667	110.75	"Mammalia"
"1607"	"Saccolaimus saccolaimus"	2.15	111.61667	"Mammalia"
"1608"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1609"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1610"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1611"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1612"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1613"	"Manis javanica"	0.9	109.9	"Mammalia"
"1614"	"Tupaia splendidula"	0.9	109.9	"Mammalia"
"1615"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1616"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"1617"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"1618"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1619"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1620"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"1621"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"1622"	""	2.6533	113.0514	"Mammalia"
"1623"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"1624"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1625"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"1626"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"1627"	""	3.0933	113.6711	"Mammalia"
"1628"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"1629"	"Nycteris javanica"	4.39817	117.8876	"Mammalia"
"1630"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"1631"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"1632"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"1633"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"1634"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"1635"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"1636"	"Hipposideros cervinus"	4.833	117.5	"Mammalia"
"1637"	"Kerivoula papillosa"	5.85	117.967	"Mammalia"
"1638"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"1639"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"1640"	"Rhinolophus borneensis"	-0.833	117	"Mammalia"
"1641"	"Rhinolophus borneensis"	5.533	118.067	"Mammalia"
"1642"	"Tupaia tana"	6	116.68	"Mammalia"
"1643"	"Tupaia minor"	2.18	117.47	"Mammalia"
"1644"	"Tupaia minor"	6.02	116.87	"Mammalia"
"1645"	"Tupaia minor"	6	116.68	"Mammalia"
"1646"	"Tupaia minor"	0.37	115.4	"Mammalia"
"1647"	"Eonycteris spelaea"	-2.63	115.45	"Mammalia"
"1648"	"Callosciurus nigrovittatus"	6.03	116.72	"Mammalia"
"1649"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"1650"	"Tupaia montana"	6.03	116.55	"Mammalia"
"1651"	"Tupaia montana"	5.98	116.53	"Mammalia"
"1652"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"1653"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"1654"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"1655"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"1656"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1657"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1658"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1659"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"1660"	"Hemigalus derbyanus"	6.13	116.87	"Mammalia"
"1661"	"Chiropodomys major"	6	116.68	"Mammalia"
"1662"	"Ratufa affinis"	6.02	116.87	"Mammalia"
"1663"	"Rattus tanezumi"	-1.08	110.68	"Mammalia"
"1664"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"1665"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"1666"	""	3.0933	113.6711	"Mammalia"
"1667"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"1668"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"1669"	"Pteropus hypomelanus"	2.28	118.25	"Mammalia"
"1670"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"1671"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"1672"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"1673"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"1674"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"1675"	"Dendrogale melanura"	5.55	116.52	"Mammalia"
"1676"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"1677"	"Emballonura monticola"	-0.87	110.6	"Mammalia"
"1678"	"Kerivoula papillosa"	2.65333	113.0515	"Mammalia"
"1679"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"1680"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"1681"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"1682"	"Sundamys muelleri"	6	116.68	"Mammalia"
"1683"	"Sundamys muelleri"	6	116.68	"Mammalia"
"1684"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"1685"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"1686"	""	2.5	113.5	"Mammalia"
"1687"	""	2.5	113.5	"Mammalia"
"1688"	"Ratufa bicolor"	3	112.666	"Mammalia"
"1689"	"Pongo pygmaeus"	0	114	"Mammalia"
"1690"	"Hipposideros dyacorum"	1.12817	110.21853	"Mammalia"
"1691"	"Kerivoula minuta"	1.12817	110.21853	"Mammalia"
"1692"	"Kerivoula minuta"	6.20042	116.75208	"Mammalia"
"1693"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"1694"	"Penthetor lucasi"	1.71653	110.44442	"Mammalia"
"1695"	"Myotis muricola"	1.61175	110.19589	"Mammalia"
"1696"	"Chrotomys whiteheadi"	6.20042	116.75208	"Mammalia"
"1697"	"Hipposideros cervinus"	1.61175	110.19589	"Mammalia"
"1698"	"Arielulus cuprosus"	1.11681	110.21392	"Mammalia"
"1699"	"Hipposideros ater"	1.11681	110.21392	"Mammalia"
"1700"	"Hylobates muelleri"	3.00936	113.77358	"Mammalia"
"1701"	"Presbytis chrysomelas"	4.39359	113.99718	"Mammalia"
"1702"	"Rheithrosciurus macrotis"	4.58	113.98	"Mammalia"
"1703"	"Sundasciurus hippurus"	4.58	113.98	"Mammalia"
"1704"	"Tragulus javanicus"	3.00936	113.77358	"Mammalia"
"1705"	"Viverra tangalunga"	4.58	113.98	"Mammalia"
"1706"	"Prionailurus bengalensis"	-1.51667	111.5	"Mammalia"
"1707"	""	-1.51667	111.5	"Mammalia"
"1708"	""	-1.51667	111.5	"Mammalia"
"1709"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"1710"	"Viverra tangalunga"	-1.51667	111.5	"Mammalia"
"1711"	""	-1.51667	111.5	"Mammalia"
"1712"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"1713"	"Callosciurus notatus"	0.53274	117.46453	"Mammalia"
"1714"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"1715"	"Cynopterus brachyotis"	6.2	116.2	"Mammalia"
"1716"	"Myotis mystacinus"	6.05	116.53333	"Mammalia"
"1717"	"Saccolaimus saccolaimus"	2.15	111.61667	"Mammalia"
"1718"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1719"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1720"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1721"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1722"	"Sus barbatus"	4.58333	113.98333	"Mammalia"
"1723"	"Sus barbatus"	4.58333	113.98333	"Mammalia"
"1724"	"Hylobates muelleri"	4.58333	113.98333	"Mammalia"
"1725"	"Nasalis larvatus"	5.99952	117.48975	"Mammalia"
"1726"	"Pongo pygmaeus"	4.98629	117.60128	"Mammalia"
"1727"	"Rusa unicolor"	4.82679	117.69963	"Mammalia"
"1728"	"Macaca nemestrina"	5.16667	118.75	"Mammalia"
"1729"	"Tupaia longipes"	4.41	118.01	"Mammalia"
"1730"	"Maxomys rajah"	4.56	117.48	"Mammalia"
"1731"	"Trichys fasciculata"	4.41	118.01	"Mammalia"
"1732"	"Tragulus napu"	4.56	117.48	"Mammalia"
"1733"	"Herpestes brachyurus"	1.71667	111.8	"Mammalia"
"1734"	"Melogale personata"	5.98333	116.53333	"Mammalia"
"1735"	"Hylomys suillus"	6.08333	116.55	"Mammalia"
"1736"	"Dremomys everetti"	5.98333	116.53333	"Mammalia"
"1737"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"1738"	"Dremomys everetti"	2.85	114.85	"Mammalia"
"1739"	"Ratufa affinis"	2.85	114.85	"Mammalia"
"1740"	"Presbytis rubicunda"	2.85	114.85	"Mammalia"
"1741"	"Niviventer cremoriventer"	4.41667	117.48333	"Mammalia"
"1742"	"Tragulus javanicus"	4.41667	117.48333	"Mammalia"
"1743"	"Presbytis hosei"	3.63333	115.51667	"Mammalia"
"1744"	"Rattus baluensis"	6.06667	116.56667	"Mammalia"
"1745"	"Callosciurus prevostii"	5.28333	117.55	"Mammalia"
"1746"	""	3.75	115.45	"Mammalia"
"1747"	"Tupaia minor"	3.75	115.45	"Mammalia"
"1748"	"Chrotomys whiteheadi"	3.75	115.45	"Mammalia"
"1749"	"Belomys pearsonii"	3.45	115.21667	"Mammalia"
"1750"	"Maxomys surifer"	6.16667	116.23333	"Mammalia"
"1751"	"Hylomys suillus"	6.08333	116.55	"Mammalia"
"1752"	"Sundamys muelleri"	2.91667	114.66667	"Mammalia"
"1753"	"Cynopterus sphinx"	2.5	113.5	"Mammalia"
"1754"	"Callosciurus prevostii"	6.08333	116.55	"Mammalia"
"1755"	"Sundasciurus hippurus"	5.83333	118.11667	"Mammalia"
"1756"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"1757"	"Niviventer rapit"	6.08333	116.55	"Mammalia"
"1758"	"Maxomys rajah"	2.13333	118.73333	"Mammalia"
"1759"	"Macaca fascicularis"	5.53333	118.55	"Mammalia"
"1760"	"Hemigalus derbyanus"	5.58333	118.06667	"Mammalia"
"1761"	"Hystrix crassispinis"	6	117.9	"Mammalia"
"1762"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"1763"	"Tupaia glis"	5.53333	118.55	"Mammalia"
"1764"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"1765"	"Cephalopachus bancanus"	5.83333	117.93333	"Mammalia"
"1766"	"Cephalopachus bancanus"	5.53333	118.55	"Mammalia"
"1767"	"Sundasciurus lowii"	5.53333	118.55	"Mammalia"
"1768"	"Sundasciurus hippurus"	5.58333	118.06667	"Mammalia"
"1769"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"1770"	"Callosciurus notatus"	5.53333	118.55	"Mammalia"
"1771"	"Chrotomys whiteheadi"	5.53333	118.55	"Mammalia"
"1772"	"Chrotomys whiteheadi"	5.53333	118.55	"Mammalia"
"1773"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"1774"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"1775"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"1776"	"Chaerephon plicatus"	5.58333	118.06667	"Mammalia"
"1777"	"Tupaia tana"	1.48333	110.33333	"Mammalia"
"1778"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"1779"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"1780"	"Niviventer cremoriventer"	1.48333	110.33333	"Mammalia"
"1781"	"Arctogalidia trivirgata"	1.48333	110.33333	"Mammalia"
"1782"	"Emballonura alecto"	-2.1	116.41666	"Mammalia"
"1783"	"Hystrix sumatrae"	-4.13333	114.65	"Mammalia"
"1784"	"Chrotomys whiteheadi"	-1.25	116.8	"Mammalia"
"1785"	"Viverra tangalunga"	2.5	113.5	"Mammalia"
"1786"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"1787"	"Mustela nudipes"	3.58333	115.53333	"Mammalia"
"1788"	"Rattus rattus"	6.2	116.23333	"Mammalia"
"1789"	"Hylobates funereus"	2.85	114.85	"Mammalia"
"1790"	"Rheithrosciurus macrotis"	3.31667	114.78333	"Mammalia"
"1791"	"Paguma larvata"	3.75	115.51667	"Mammalia"
"1792"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"1793"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"1794"	"Rheithrosciurus macrotis"	3.45	115	"Mammalia"
"1795"	"Tupaia minor"	6.05	116.8	"Mammalia"
"1796"	"Callosciurus notatus"	6.16667	116.23333	"Mammalia"
"1797"	"Crocidura fuliginosa"	6.08333	116.55	"Mammalia"
"1798"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"1799"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"1800"	"Rattus rattus"	6.08333	116.55	"Mammalia"
"1801"	"Rattus exulans"	5.98333	116.53333	"Mammalia"
"1802"	"Sus barbatus"	5.53333	118.55	"Mammalia"
"1803"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"1804"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"1805"	"Paradoxurus hermaphroditus"	4.583	113.966	"Mammalia"
"1806"	""	4.583	113.966	"Mammalia"
"1807"	"Myotis muricola"	5.86667	117.93333	"Mammalia"
"1808"	""	5.51667	118.06667	"Mammalia"
"1809"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"1810"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"1811"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"1812"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"1813"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"1814"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"1815"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"1816"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"1817"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"1818"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"1819"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"1820"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"1821"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"1822"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"1823"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"1824"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"1825"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"1826"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"1827"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"1828"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"1829"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"1830"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"1831"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"1832"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"1833"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"1834"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"1835"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"1836"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"1837"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"1838"	"Hipposideros galeritus"	4.93333	114.96667	"Mammalia"
"1839"	"Hipposideros doriae"	4.93333	114.96667	"Mammalia"
"1840"	"Hipposideros diadema"	4.93333	114.96667	"Mammalia"
"1841"	"Hipposideros cervinus"	1.6667	110.4167	"Mammalia"
"1842"	"Maxomys surifer"	-1.53333	110.38333	"Mammalia"
"1843"	"Sus barbatus"	4.92896	117.69048	"Mammalia"
"1844"	"Macaca fascicularis"	5.53857	118.3025	"Mammalia"
"1845"	"Pongo pygmaeus"	-2.14642	113.81875	"Mammalia"
"1846"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1847"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1848"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1849"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1850"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"1851"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1852"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"1853"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1854"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"1855"	"Macaca nemestrina"	4.40259	117.89581	"Mammalia"
"1856"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"1857"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"1858"	"Myotis gomantongensis"	5.51667	118.06667	"Mammalia"
"1859"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1860"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1861"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"1862"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"1863"	"Cynopterus brachyotis"	6.2	116.2	"Mammalia"
"1864"	"Macaca fascicularis"	0.9	109.9	"Mammalia"
"1865"	"Myotis horsfieldii"	4.033	114.883	"Mammalia"
"1866"	"Myotis horsfieldii"	4.033	114.883	"Mammalia"
"1867"	""	1.1	110.93333	"Mammalia"
"1868"	"Callosciurus prevostii"	1.1	110.93333	"Mammalia"
"1869"	"Hipposideros pomona"	1.87	108.15	"Mammalia"
"1870"	"Callosciurus orestes"	2.51	115.48	"Mammalia"
"1871"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"1872"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"1873"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"1874"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"1875"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"1876"	"Niviventer cremoriventer"	-0.83	117	"Mammalia"
"1877"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"1878"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"1879"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"1880"	"Cynopterus brachyotis"	-0.83	117	"Mammalia"
"1881"	""	2.85	115.8	"Mammalia"
"1882"	"Aethalops alecto"	2.667	115.617	"Mammalia"
"1883"	"Balionycteris maculata"	2.85	115.8	"Mammalia"
"1884"	"Cynopterus horsfieldii"	5.533	118.067	"Mammalia"
"1885"	"Kerivoula minuta"	5.083	118.667	"Mammalia"
"1886"	"Kerivoula intermedia"	5.083	118.667	"Mammalia"
"1887"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"1888"	"Rhinolophus creaghi"	5.533	118.067	"Mammalia"
"1889"	"Rhinolophus philippinensis"	5.533	118.067	"Mammalia"
"1890"	"Kerivoula lenis"	2.65333	113.0515	"Mammalia"
"1891"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"1892"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"1893"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"1894"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"1895"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"1896"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"1897"	"Nycteris javanica"	2.65333	113.0515	"Mammalia"
"1898"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"1899"	"Kerivoula papillosa"	2.65333	113.0515	"Mammalia"
"1900"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"1901"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"1902"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"1903"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"1904"	"Pongo pygmaeus"	-0.50026	117.24999	"Mammalia"
"1905"	"Maxomys rajah"	4.56	117.48	"Mammalia"
"1906"	"Paradoxurus hermaphroditus"	4.583	113.966	"Mammalia"
"1907"	"Echinosorex gymnura"	-1.51667	111.5	"Mammalia"
"1908"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"1909"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"1910"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"1911"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"1912"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"1913"	"Tupaia minor"	3.63333	115.51667	"Mammalia"
"1914"	"Callosciurus prevostii"	3.31667	114.78333	"Mammalia"
"1915"	"Hemigalus derbyanus"	3.75	115.51667	"Mammalia"
"1916"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"1917"	"Callosciurus prevostii"	1.13333	109.6	"Mammalia"
"1918"	"Sundasciurus brookei"	2.85	114.85	"Mammalia"
"1919"	"Sundasciurus brookei"	2.85	114.85	"Mammalia"
"1920"	"Martes flavigula"	2.85	114.85	"Mammalia"
"1921"	"Sundasciurus jentinki"	2.86667	114.61667	"Mammalia"
"1922"	"Sundasciurus lowii"	3.91667	114.45	"Mammalia"
"1923"	"Dremomys everetti"	3.75	115.45	"Mammalia"
"1924"	"Herpestes brachyurus"	4.41667	117.48333	"Mammalia"
"1925"	"Sundasciurus lowii"	5.28333	117.55	"Mammalia"
"1926"	"Paradoxurus hermaphroditus"	5.28333	117.55	"Mammalia"
"1927"	"Tragulus javanicus"	5.28333	117.55	"Mammalia"
"1928"	"Tragulus javanicus"	5.28333	117.55	"Mammalia"
"1929"	"Tupaia minor"	5.28333	117.55	"Mammalia"
"1930"	"Tupaia tana"	5.28333	117.55	"Mammalia"
"1931"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"1932"	"Chrotomys whiteheadi"	6.08333	116.55	"Mammalia"
"1933"	"Echinosorex gymnura"	5.83333	118.11667	"Mammalia"
"1934"	"Sundasciurus hippurus"	5.83333	118.23333	"Mammalia"
"1935"	"Pongo pygmaeus"	5.83333	118.23333	"Mammalia"
"1936"	"Sus barbatus"	5.83333	118.23333	"Mammalia"
"1937"	"Crocidura fuliginosa"	6.06667	116.56667	"Mammalia"
"1938"	"Rhinolophus acuminatus"	5.98333	116.53333	"Mammalia"
"1939"	"Rhinolophus trifoliatus"	5.76667	118.33333	"Mammalia"
"1940"	"Presbytis rubicunda"	5.58333	118.06667	"Mammalia"
"1941"	"Viverra tangalunga"	6	118.11667	"Mammalia"
"1942"	"Aonyx cinereus"	3.75	115.45	"Mammalia"
"1943"	"Chrotomys whiteheadi"	3.75	115.45	"Mammalia"
"1944"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"1945"	"Tupaia glis"	5.83333	118.11667	"Mammalia"
"1946"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"1947"	"Callosciurus prevostii"	5.58333	118.06667	"Mammalia"
"1948"	"Rattus rattus"	5.83333	118.11667	"Mammalia"
"1949"	"Maxomys rajah"	5.53333	118.55	"Mammalia"
"1950"	"Hipposideros diadema"	5.58333	118.06667	"Mammalia"
"1951"	"Emballonura monticola"	5.58333	118.06667	"Mammalia"
"1952"	"Myotis ater"	5.53333	118.55	"Mammalia"
"1953"	"Hipposideros cervinus"	5.83333	118.11667	"Mammalia"
"1954"	"Tupaia minor"	1.48333	110.33333	"Mammalia"
"1955"	"Nannosciurus melanotis"	1.48333	110.33333	"Mammalia"
"1956"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"1957"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"1958"	"Rattus tiomanicus"	1.48333	110.33333	"Mammalia"
"1959"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"1960"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"1961"	"Niviventer cremoriventer"	1.48333	110.33333	"Mammalia"
